Instrument,ABBV.N,ABT.N,ADM.N,ADP.O,AFL.N,ALB.N,AOS.N,APD.N,ATO.N,BDX.N,BEN.N,BFb.N,BRO.N,CAH.N,CAT.N,CB.N,CHD.N,CHRW.O,CINF.O,CL.N,CLX.N,CTAS.O,CVX.N,DOV.N,ECL.N,ED.N,EMR.N,ESS.N,EXPD.O,FRT.N,GD.N,GPC.N,GWW.N,HRL.N,IBM.N,ITW.N,JNJ.N,KMB.N,KO.N,LIN.N,LOW.N,MCD.N,MDT.N,MKC.N,MMM.N,NDSN.O,NEE.N,NUE.N,O.N,PEP.O,PG.N,PNR.N,PPG.N,ROP.O,SHW.N,SJM.N,SPGI.N,SWK.N,SYY.N,TGT.N,TROW.O,WBA.O,WMT.N,WST.N,XOM.N
GWW.N,6.650125475855264e-05,2.090679542555074e-05,6.51907669915606e-05,5.4006106161726014e-05,0.0001287479594013655,8.101878282158128e-05,9.093053618879428e-05,4.205119905441598e-05,6.163987348376515e-05,-1.983855816756655e-06,0.00011492004978086872,4.847642054371896e-05,7.034457045715137e-05,5.696232180517812e-05,0.00012590030428324153,7.815373977368886e-05,2.6016595086056878e-05,5.458661039636688e-05,9.731996115642532e-05,9.343601656295093e-05,-9.246041314218566e-05,4.466347608251808e-05,6.71055075182157e-05,0.00010573310238028018,5.759488741931357e-05,3.528524100867823e-05,9.626241796835117e-05,7.335594579236083e-05,4.0559331311776275e-05,0.0001133651661860451,0.00010029673555673178,0.00012081690034686015,0.00015052966484799843,2.535615441888395e-05,6.249357968859347e-05,8.557819490563117e-05,3.463677315466566e-05,2.465208470666779e-05,3.696635651270024e-05,1.6079708997987977e-05,6.975504288799937e-05,6.817694210009876e-05,4.98130810646249e-05,-5.07424813614501e-07,7.182252998109386e-05,5.572659156927147e-05,2.6475134562531812e-05,0.00012190022513544552,5.142339146976155e-05,2.3813767414418874e-05,-3.7939356731215343e-06,8.170932845954298e-05,-2.4832674715445517e-05,6.360930344879722e-05,3.896348164826902e-06,3.178606196771313e-05,2.617403505890254e-05,9.351079159907125e-05,0.00011250575217760228,7.726478955416087e-05,7.884108121368934e-05,3.4103791115458443e-05,2.7962503641356417e-05,3.589031401663986e-05,0.00010077072438088186
HRL.N,2.831696296664472e-06,1.8935615667044968e-05,1.765395942016315e-05,1.7498231219961113e-05,-5.064918273716019e-06,-8.459220759789979e-05,9.86475630047072e-07,-3.635874221155174e-05,6.17711102718535e-05,1.7361001469178995e-05,-3.615249734489769e-05,1.426713602689455e-05,4.157414023806279e-05,-1.9691134853748392e-05,-1.597007129321736e-05,4.797643437485697e-06,6.593725887653921e-05,2.3844836010148282e-05,3.2995431317015034e-05,7.612834057574104e-05,8.51932049601875e-05,-1.2449725383328683e-05,-4.3754193874580474e-05,-3.942134070311535e-05,9.916561306187819e-06,6.530098627230554e-05,-2.4776856013835714e-05,1.5211769045927405e-05,-1.6452524026506396e-05,-5.7077794768321035e-06,-1.0401809460499825e-05,4.082478610579539e-05,2.535615441888395e-05,8.677927474878097e-05,-1.0745956202188165e-05,4.478995075775281e-06,-3.988969570911287e-06,6.229011446467701e-05,2.3647748080569217e-05,-4.278053527011788e-05,1.4092522332425125e-05,1.4414088487624808e-05,-1.0598657437033554e-05,6.703439926923353e-05,5.962738891281538e-06,-1.4072330167585163e-05,4.456127497513603e-05,-3.303679550515095e-05,1.2899919093901327e-05,4.403590741788152e-05,4.166046185221993e-05,8.110458672236763e-06,3.0466583631696583e-05,7.187837194197587e-06,2.3557138363318736e-05,8.316839653239394e-05,-1.9076606660377985e-05,1.4010446510500147e-05,-9.867252297988066e-06,-4.548541011351509e-06,-2.604192451511983e-05,-2.565844887336638e-05,1.4212030113314408e-05,-1.1457041927613122e-05,-4.272163241015329e-05
IBM.N,2.9119868940206356e-05,-3.935301051813552e-06,5.9196462999768286e-05,4.556390652624591e-05,8.842286736454702e-05,6.907455487677553e-05,7.741360560570451e-05,8.975606723852174e-05,2.1885421297440278e-05,3.5385848363850094e-06,0.00010979624182640129,4.008289961793646e-05,2.8748806367877232e-05,5.2933419290083776e-05,8.767788665183711e-05,8.23324130444498e-05,-2.089948488920595e-05,6.392628067005287e-05,8.37834361423053e-05,2.1722169853649188e-05,-0.00015155422559097963,7.746707899307979e-08,0.00010552707674605609,8.364922502084061e-05,4.59726311847802e-05,7.514640059025829e-06,7.938906160339642e-05,5.404006742667531e-05,3.270785534558145e-05,0.00010000422424687987,7.05803057423385e-05,8.242638864354504e-05,6.249357968859347e-05,-1.0745956202188165e-05,8.880879448931884e-05,6.21766851919098e-05,2.300592121503684e-05,-1.6744854470695325e-05,2.1765509544782262e-05,4.1026673137082495e-05,5.30628068323095e-05,4.220906436466996e-05,5.4224097293230866e-05,-1.9582606144809414e-05,6.389492576611268e-05,4.9639420124983404e-05,1.654551651383829e-06,9.828249673408773e-05,3.633622542885431e-05,4.926182283799696e-06,5.039132433831743e-06,8.395553123883536e-05,2.283043715843563e-05,3.398142499531504e-05,7.635686892674249e-06,-3.776345671250518e-07,2.2550932843200183e-05,8.876802183435178e-05,6.605117513532747e-05,2.9724807373922464e-05,7.362072935949986e-05,4.3688450673443306e-05,1.405918072873365e-05,-3.6065172341912907e-06,0.00011831782840562428
ITW.N,3.783798676584474e-05,-5.946973859284817e-06,6.198100123924184e-05,5.885706784130442e-05,0.00010939832422615054,6.414918875476846e-05,8.9819204116159e-05,4.5977944654351416e-05,3.1103578120926406e-05,4.9588216113949905e-06,0.00011341233905278088,3.116587179738559e-05,4.449363017152224e-05,7.228105091929933e-05,8.719375015532427e-05,0.00010796103397818351,1.0672274318248153e-06,6.334356393423077e-05,0.00010806402644122974,2.0211711991351883e-05,-0.00015958689409518182,3.229665015565056e-05,7.209752703077567e-05,0.00011297477889105858,5.694623266030067e-05,1.9361111120201673e-05,0.00010005697497225506,5.1844197508935477e-05,3.192381212598211e-05,0.0001065538175606047,8.206153964583416e-05,9.922866447574871e-05,8.557819490563117e-05,4.478995075775281e-06,6.21766851919098e-05,9.041905696260595e-05,3.1735003156577044e-05,1.809419782546665e-05,3.710196636793626e-05,4.384415497741744e-05,4.681852265562419e-05,4.440497115138045e-05,5.6431268661421705e-05,-1.2310820052453668e-05,7.286404042881467e-05,4.903552497159157e-05,1.4079101042598186e-05,0.0001365716804785566,4.6872912103443956e-05,2.0666876212740017e-05,2.2785124069246694e-05,0.00011186900419714408,6.6669407342606365e-06,5.208855311845778e-05,6.525351789827992e-06,2.4955711144816822e-05,3.3637947239478936e-05,8.705291208908096e-05,6.502256138908369e-05,5.213541626024036e-05,7.307098408567557e-05,4.3307750331379756e-05,2.3443059532269023e-05,2.279207130410593e-05,8.862085750513736e-05
JNJ.N,2.4114679866331682e-05,1.2120195956289533e-05,1.9192840921246067e-05,2.887454712478518e-05,3.773080001765476e-05,-3.3007994563463043e-06,4.127653425122686e-05,1.78314938865395e-05,1.9114215795033048e-05,3.925903016372869e-06,4.743275252652164e-05,2.6255470758664674e-05,1.8865600494938825e-05,2.7273960237989218e-05,3.981701279278019e-05,3.9821629076132423e-05,1.075862111349492e-06,3.240832037280114e-05,2.7672376318326603e-05,9.43647831133937e-06,-7.03836748191054e-05,4.635017786926067e-05,3.390276248253575e-05,5.389963902999794e-05,3.0733394555841915e-05,1.2013598480114669e-05,4.910773583151934e-05,2.8097262865986355e-05,2.013764030595698e-05,6.421679981085604e-05,3.661387311556762e-05,5.2965780358448784e-05,3.463677315466566e-05,-3.988969570911287e-06,2.300592121503684e-05,3.1735003156577044e-05,3.721438797072635e-05,1.6546112265333337e-06,2.4973641913961506e-05,2.85416168297318e-05,2.4555427266841012e-05,3.555984230417345e-05,5.254001560909318e-05,-1.0402688962561643e-05,3.9424564211740344e-05,2.0196484184944808e-05,4.46807785398357e-06,5.330283712530874e-05,2.6599004650683315e-05,1.2275454606825075e-05,1.5449897957639043e-05,5.169044027160175e-05,1.2574544225451407e-05,3.2074171516170514e-05,4.605479053154749e-06,5.8532121022357456e-06,9.18168476992815e-06,3.6014431764167026e-05,3.660878464979073e-05,3.583180606755379e-05,4.124164031494788e-05,3.3082096349736125e-05,1.80821499145851e-05,7.47948675252318e-06,3.929982661752693e-05
KMB.N,3.2505884046905344e-06,2.171315076419175e-05,1.4087952000083758e-05,1.430504888663982e-05,1.7795930160149035e-06,-8.563932722040477e-05,5.997202382681884e-06,-2.2327927819194075e-05,3.260638927293366e-05,2.482392317401587e-05,-3.377787384347467e-05,-9.742155248865158e-07,3.072773264523663e-05,-5.536818392989027e-06,-2.3092684817328958e-05,-4.974636598682362e-06,6.924120249986866e-05,2.7719146178092183e-05,1.7682290665988994e-05,5.100803297027002e-05,3.036711105093164e-05,3.048124112435948e-05,-5.68816339579864e-05,-2.606238587553652e-05,1.3984498419559779e-05,4.593270237793001e-05,-1.606383235768921e-05,5.859566156558937e-06,1.22197134792103e-07,-1.1796427315720743e-05,-1.081633177856556e-05,3.30959066373717e-05,2.465208470666779e-05,6.229011446467701e-05,-1.6744854470695325e-05,1.809419782546665e-05,1.6546112265333337e-06,7.854911366302455e-05,1.5932315243461424e-05,-1.7355187605578407e-05,1.9718704944249743e-05,-4.882114809457801e-06,-5.220635920577564e-06,6.115068437031377e-05,5.453271958154848e-06,-1.2630239405021828e-05,3.936899982166924e-05,7.164326711543509e-06,1.270305571758648e-05,3.5635588785055176e-05,5.1501364293569825e-05,1.6797149955383958e-05,2.635780983995457e-05,1.2843359287966973e-05,2.9991820526145023e-05,8.625742427273474e-05,-2.5086241538941338e-06,7.952066086520446e-06,-1.4817353124263165e-05,1.561103555413033e-05,-3.251543931129908e-05,-1.6644034811476183e-05,1.6936095670212887e-05,2.9054441358878495e-05,-6.316485188114636e-05
KO.N,2.515526572983752e-05,-1.0087799814268318e-05,2.6332836058136887e-05,4.002784914808126e-05,5.5968085180174685e-05,-3.916436584608876e-06,3.583009995936974e-05,2.6419075509455306e-05,3.459799192966765e-05,-1.4640042082483644e-05,8.326058771855243e-06,3.376235757092193e-05,3.7394648718883104e-05,-1.3055631933430583e-05,2.43606105490386e-05,4.9952503531711605e-05,9.965973931226242e-06,5.8582618905070425e-05,6.172677225305705e-05,3.979929943812693e-05,-7.18959886778473e-06,8.436947182104512e-06,4.47174558390516e-05,3.822985643270368e-05,4.133101445561881e-05,2.309760430441358e-05,5.4231388448700245e-05,4.5538729591012066e-05,2.6604027273606216e-05,9.068579680538458e-05,3.976774917710501e-05,7.009748225301059e-05,3.696635651270024e-05,2.3647748080569217e-05,2.1765509544782262e-05,3.710196636793626e-05,2.4973641913961506e-05,1.5932315243461424e-05,7.049538553163485e-05,2.7429902991885805e-05,3.6737312096993856e-05,5.996381538184354e-05,4.8198071588042475e-05,7.818166919867866e-07,5.023824365420923e-05,2.2095897520213265e-05,1.0313963442506224e-05,2.0538621411030433e-05,2.530837914480814e-05,4.5489393119275804e-05,2.8014737099761304e-05,3.180462895307132e-05,3.893172898046644e-05,3.7674411579535805e-05,-2.360370634499404e-07,1.914998683507224e-05,8.315951965789986e-06,4.663823858060454e-05,3.885988216686125e-05,2.8970884129916206e-05,1.585268133875364e-05,1.7114034401879114e-05,2.384189113877395e-05,-2.251062712091951e-05,4.3580051240434645e-05
LIN.N,1.0077362294466812e-05,-8.047769355360162e-06,5.450801380715666e-05,5.494912407264552e-05,8.04791132956057e-05,8.162189434771073e-05,7.765166379988486e-05,8.77828475961027e-05,-2.413322599483609e-06,2.3155882324624097e-05,8.613822231393505e-05,2.4815252137624983e-05,4.393227989930784e-05,7.475200998769771e-05,3.81122612957036e-05,9.948221065443391e-05,-1.0044025947437172e-05,3.788749986325116e-05,6.921756481795707e-05,-6.950194888109078e-05,-8.980547817042947e-05,6.886783659116549e-05,5.989035238181493e-05,0.00012345554806239225,7.79869013437929e-05,-3.1342374050596456e-06,0.00013040996035417518,4.9102045680456324e-05,7.877997828371125e-05,0.00012183106268165303,6.494637788634823e-05,7.458571723430994e-05,1.6079708997987977e-05,-4.278053527011788e-05,4.1026673137082495e-05,4.384415497741744e-05,2.85416168297318e-05,-1.7355187605578407e-05,2.7429902991885805e-05,0.00014757277049860657,5.878783768067738e-05,7.600320100184677e-05,6.870569363529982e-05,-2.5111692892822265e-05,4.65114783055945e-05,6.171051084413119e-05,-3.2595230209760292e-06,0.00012120031168860985,5.548219885530274e-05,-3.254103823649573e-06,3.292036176559935e-05,8.720430179617295e-05,2.3083268255326568e-05,5.959962672212577e-05,9.867170241696498e-06,-3.5311226612197196e-05,5.590017233872541e-05,7.25487300960866e-05,7.708591320643632e-05,5.409271351590365e-05,8.827908272021277e-05,2.9968883391648662e-05,1.1371936087912876e-05,5.5132428338391415e-05,4.5161160869942066e-05
LOW.N,5.381067551565654e-05,3.380241393927049e-05,4.570436048262031e-05,6.313163881297294e-05,8.397077279178926e-05,7.973917843246173e-05,4.905906682657414e-05,8.027064618153878e-05,3.888594279411244e-05,3.945376395028605e-06,7.149772886860386e-05,2.0546733478535148e-05,6.529751188723855e-05,2.1410605812063745e-07,8.108272691137482e-05,5.5117352735362296e-05,2.606690256109825e-05,5.130949606229025e-05,7.512668786326674e-05,4.205446086423835e-05,-7.49267800724908e-05,6.519804598082145e-05,6.372454768558066e-05,8.016880580678689e-05,5.89732545424003e-05,2.605799421328752e-05,9.590417309835845e-05,5.6879857977116364e-05,7.041826796653099e-05,9.554025856611772e-05,5.6668601768008525e-05,8.913631042456341e-05,6.975504288799937e-05,1.4092522332425125e-05,5.30628068323095e-05,4.681852265562419e-05,2.4555427266841012e-05,1.9718704944249743e-05,3.6737312096993856e-05,5.878783768067738e-05,0.00014892910814757007,5.5077493812977056e-05,4.607265081207808e-05,2.913059266175937e-06,4.967887419170996e-05,7.04287066551659e-05,2.8376478992177005e-05,6.352146285168617e-05,4.2847342050556524e-05,2.8019157558122403e-05,3.465588277147285e-05,3.5935375405958197e-06,4.61694985026503e-05,4.871077642274679e-05,3.196015628399914e-05,3.385100407358096e-05,4.4270778668966574e-05,9.881581743248957e-05,5.0826269749176796e-05,6.799321489295759e-05,9.216893021580733e-05,3.69951533413891e-05,3.22677644581201e-05,5.643698142379127e-05,7.061137374173207e-05
MCD.N,4.523064566298687e-05,-1.2083741319863283e-05,5.4402680493843504e-05,5.137099101077908e-05,9.068814895542812e-05,7.512263199654767e-05,4.962489319582803e-05,7.173691063911586e-05,6.155448952050847e-05,1.6638222456490914e-05,5.014889196563373e-05,3.866637715149284e-05,8.60902900470056e-05,2.1339920196534643e-05,6.821580343405169e-05,9.7748328318148e-05,2.3467299380246567e-05,3.052134147925787e-05,0.00010628500030173817,3.447318541357459e-05,2.252290295422187e-05,4.939487335516862e-05,7.527376721918296e-05,0.00011443740713422546,8.644074761703145e-05,4.0276867494683006e-05,0.00010926131334925976,7.373187359913338e-05,4.503084373376819e-05,0.0001614886979220798,8.892643444961198e-05,9.278544525393469e-05,6.817694210009876e-05,1.4414088487624808e-05,4.220906436466996e-05,4.440497115138045e-05,3.555984230417345e-05,-4.882114809457801e-06,5.996381538184354e-05,7.600320100184677e-05,5.5077493812977056e-05,0.0001403188119329352,8.880620658165441e-05,-1.4795501465144635e-05,5.014519398095163e-05,4.486551446022385e-05,1.821116961620034e-05,5.857890924153418e-05,5.9036918479574605e-05,3.571719445590941e-05,6.409315888230822e-06,7.303569840713068e-05,8.397925109490485e-06,6.152879933118541e-05,-7.981827190366675e-06,-6.99358481037212e-06,3.799203577837414e-05,7.962983288207827e-05,0.00010751740899731539,4.4130799520718077e-05,6.23796679606763e-05,2.2950957168595162e-05,2.3848067703378415e-05,1.3986305690531702e-05,8.189465565397138e-05
MDT.N,4.875622091047537e-05,9.383248481417689e-06,6.328672661245894e-05,4.7003828555306346e-05,9.322298146168274e-05,3.373645709880249e-05,6.501466662403666e-05,8.897975047611982e-05,3.551451112471785e-05,4.010701260041778e-05,6.292672067770199e-05,4.790584619369723e-05,4.964788530808192e-05,0.00011614445780072953,7.848468796049475e-05,0.00010650293210474563,1.3812244625723456e-07,3.504598045831181e-05,0.00010735792534558547,-5.356892940427489e-06,-8.786633888519825e-05,0.00012178172368967606,9.58923949393596e-05,0.00013460495513837136,7.899415714243594e-05,1.9594179425604554e-05,0.00011592482891494388,8.611019482803459e-05,3.8216137445099086e-05,0.00016848220746096908,0.00011293905828249147,9.637611272819734e-05,4.98130810646249e-05,-1.0598657437033554e-05,5.4224097293230866e-05,5.6431268661421705e-05,5.254001560909318e-05,-5.220635920577564e-06,4.8198071588042475e-05,6.870569363529982e-05,4.607265081207808e-05,8.880620658165441e-05,0.00015048790443642255,-2.6761546915167163e-05,5.341771627381588e-05,6.194248877527821e-05,1.2114438299121585e-05,7.715063101817816e-05,5.3021734534148586e-05,2.1125040995605096e-05,1.0875258634349263e-05,0.00011907360848737399,5.003649353920943e-06,6.28202165958811e-05,5.989011536296795e-06,-1.3931384798149105e-06,4.517898775309709e-05,4.350673528887673e-05,9.871636294338256e-05,2.716231588988114e-05,8.180982822456024e-05,5.690947854318236e-05,1.414387421576909e-05,1.9531030577789537e-05,9.888478535774178e-05
MKC.N,-2.5037876923419626e-05,1.9446419112062035e-05,8.501799163574733e-06,5.966986577995104e-07,-3.176786464246934e-05,-8.175351633427811e-05,-8.773024053142384e-06,-2.4330963053162417e-05,4.542373497325197e-05,4.286284160990341e-06,-4.043947853715661e-05,1.5215727366543248e-05,2.5403054596220896e-05,-5.711517681619257e-05,-4.467297762204208e-05,-1.375643681539929e-05,6.562773075591262e-05,2.533866880064376e-05,-4.478898768587134e-06,4.34038431979766e-05,8.004335562508127e-05,2.020583434090937e-06,-8.384392755944844e-05,-5.063117259981794e-05,1.1682104355039204e-06,5.517595739407735e-05,-3.716945801137422e-05,1.3711645007262412e-05,-5.553089188537017e-06,-1.4594854907282437e-05,-3.086830274040038e-05,1.8704129623008656e-05,-5.07424813614501e-07,6.703439926923353e-05,-1.9582606144809414e-05,-1.2310820052453668e-05,-1.0402688962561643e-05,6.115068437031377e-05,7.818166919867866e-07,-2.5111692892822265e-05,2.913059266175937e-06,-1.4795501465144635e-05,-2.6761546915167163e-05,8.386430544383777e-05,2.2765086293990204e-07,-1.5215672389548742e-05,4.796839426126877e-05,-4.989692394003027e-05,1.4952496987787638e-05,2.2160775563717792e-05,4.578880617055436e-05,-1.0681170645857945e-06,2.1208361816318335e-05,-4.904523213902987e-08,2.4353538766242942e-05,7.653209253890826e-05,-1.4806653525607378e-05,2.4149658707016487e-07,-1.4443557539568455e-05,-8.397038271181688e-06,-2.7652138185458107e-05,-3.565325164735598e-05,1.4460440501303759e-05,2.3817254420841957e-06,-9.334193973467174e-05
MMM.N,1.9260108138429308e-05,-5.231514612899596e-06,5.680611658946262e-05,5.586156184099617e-05,8.482842247690796e-05,6.192096136145132e-05,8.385888498097424e-05,4.936701187038775e-05,3.1776593799412285e-05,-2.3235975091757715e-05,0.0001002736521720061,5.472128511908043e-05,3.58826356206708e-05,2.326834344901316e-05,7.14856284278804e-05,9.056357162050982e-05,1.0290470885289824e-06,8.780083280520602e-05,8.624332602677866e-05,1.9114150321676114e-05,-0.000131977659679684,2.7011540775036016e-06,6.632677029033053e-05,9.83021126101953e-05,5.1768903514166976e-05,1.3361098574211615e-05,9.302851685796369e-05,6.175602517532184e-05,5.128689072511966e-05,0.00011183080636589268,6.076275474849027e-05,0.00010818236265829774,7.182252998109386e-05,5.962738891281538e-06,6.389492576611268e-05,7.286404042881467e-05,3.9424564211740344e-05,5.453271958154848e-06,5.023824365420923e-05,4.65114783055945e-05,4.967887419170996e-05,5.014519398095163e-05,5.341771627381588e-05,2.2765086293990204e-07,9.58599613469585e-05,5.290275614238799e-05,7.740984629474117e-06,0.00011007039070833437,4.898978537385809e-05,3.0518847120511896e-05,3.34005933407264e-05,8.650997998007689e-05,1.764290604141867e-05,4.9476906295722706e-05,-1.476974082266525e-06,2.7049594363862707e-05,1.4131949854726082e-05,0.00010217491873553458,6.784379541697936e-05,5.868035380937473e-05,6.9714591945991e-05,4.8931660094947394e-05,3.548289478217198e-05,-7.906835419155922e-06,7.697758087438235e-05
NDSN.O,2.5453088946436078e-05,2.7293808957823865e-06,4.2700564805103824e-05,4.3339246457092506e-05,8.934204159436097e-05,9.896248709110999e-05,6.683993559383281e-05,7.237314411825045e-05,2.3357793700625345e-05,9.246581553467417e-06,8.078394955863012e-05,3.317022575634569e-05,3.9617982766941045e-05,9.045007334508874e-05,6.443088439675935e-05,9.339541127980509e-05,-8.847068514066147e-06,4.169571416627783e-05,9.973083964244407e-05,-8.45438829501219e-06,-5.933726837532559e-05,6.011091106191835e-05,6.12352632285725e-05,0.00011654226870654338,5.0450211414790385e-05,-9.499840776690687e-07,0.00010711876042691867,7.351777945093815e-05,6.972268035052747e-05,0.0001063720546932013,7.957252878315205e-05,8.49711629869399e-05,5.572659156927147e-05,-1.4072330167585163e-05,4.9639420124983404e-05,4.903552497159157e-05,2.0196484184944808e-05,-1.2630239405021828e-05,2.2095897520213265e-05,6.171051084413119e-05,7.04287066551659e-05,4.486551446022385e-05,6.194248877527821e-05,-1.5215672389548742e-05,5.290275614238799e-05,9.140076492224676e-05,1.688918057855255e-05,6.307443913435727e-05,4.4205641466548805e-05,3.0815469447242484e-06,1.3241201441366166e-05,5.881461388656655e-05,-2.0142178549460235e-05,4.875382315196866e-05,2.552090981047567e-06,-7.657968045482794e-06,6.300061443187775e-05,7.139461905873415e-05,7.638859514905893e-05,4.0140605541943206e-05,9.85230249418498e-05,2.900004736640262e-05,1.0362807832161476e-05,5.182615223506671e-05,7.014789777156488e-05
NEE.N,1.4003521944643298e-05,3.4656427003526056e-06,4.984954239897581e-06,2.7087869257442258e-05,1.3761262208231677e-05,-4.8739946781579225e-05,8.692247715276933e-06,1.4716859632748458e-05,7.977568036004723e-05,1.6799683438800957e-05,-1.0460129209455298e-05,1.3667334564748665e-05,4.8239046339667485e-05,-2.9450848384549906e-05,-3.425048531004545e-06,3.578342831759512e-05,4.0717889349393286e-05,1.6951023658581764e-05,2.438416675150402e-05,4.970159844968737e-05,2.4361096623241403e-05,3.244319509614096e-05,-4.3631014130694366e-05,5.488485619366502e-06,2.90342987189653e-05,7.503003106999919e-05,1.6661234329212466e-05,4.372552058251823e-05,-1.3012886641547762e-05,4.5539805915033234e-05,2.6946724130420573e-05,2.7141744869244443e-05,2.6475134562531812e-05,4.456127497513603e-05,1.654551651383829e-06,1.4079101042598186e-05,4.46807785398357e-06,3.936899982166924e-05,1.0313963442506224e-05,-3.2595230209760292e-06,2.8376478992177005e-05,1.821116961620034e-05,1.2114438299121585e-05,4.796839426126877e-05,7.740984629474117e-06,1.688918057855255e-05,7.524812760891217e-05,-3.8432904847673006e-05,3.105544191903708e-05,1.3759864133343125e-05,2.3853186861540794e-05,4.459380414012472e-05,2.474191486679811e-05,2.195135844529736e-05,2.0554708352700643e-05,4.5100529753772945e-05,2.8603507017289705e-05,2.8332731341419418e-06,5.839637981967723e-06,-5.3369269306345435e-06,2.0617935893911956e-05,-3.3676928384368474e-05,1.6998663825862256e-05,3.780826447852717e-05,-4.1203695442310176e-05
NUE.N,4.927001468224033e-05,-3.468297497355825e-06,0.00019397017687978427,0.00010279230473084336,0.00020706049370514977,0.0002308971864338961,0.00015561428926566794,2.4845847189138883e-05,-2.3861456738655375e-05,7.108017659751738e-05,0.00035799868058721836,3.3483653291118784e-05,7.39042552044677e-05,0.00035520231603150955,0.00019181653318120617,0.00014318338386099858,9.208837239707871e-06,6.163042518623619e-05,0.00020086022149934775,-1.6058016696736422e-05,-0.0002442337333526498,-4.756441295633966e-06,0.00020163079136211216,0.00012801393513643555,9.238200816184111e-05,1.0200685162146614e-06,0.00018222116169501804,9.600915166056351e-06,7.44166154457502e-05,3.531439572478228e-05,0.00011144993283355343,0.00016156272134268076,0.00012190022513544552,-3.303679550515095e-05,9.828249673408773e-05,0.0001365716804785566,5.330283712530874e-05,7.164326711543509e-06,2.0538621411030433e-05,0.00012120031168860985,6.352146285168617e-05,5.857890924153418e-05,7.715063101817816e-05,-4.989692394003027e-05,0.00011007039070833437,6.307443913435727e-05,-3.8432904847673006e-05,0.0005889086956895492,4.0295767970079266e-05,-2.452327514850821e-05,2.643546597161184e-05,0.0001904110524623048,0.00012752524436510432,3.337225315217514e-05,1.9183876428479672e-05,4.005936443801154e-05,1.2972580942876191e-05,0.00016099685715760138,0.00011900761388184269,0.00012258231599224128,0.00014222649477999325,0.00013194401927441894,-1.0030112871890583e-06,0.00013722898203053592,0.00024353613217404206
