Instrument,ABBV.N,ABT.N,ADM.N,ADP.O,AFL.N,ALB.N,AOS.N,APD.N,ATO.N,BDX.N,BEN.N,BFb.N,BRO.N,CAH.N,CAT.N,CB.N,CHD.N,CHRW.O,CINF.O,CL.N,CLX.N,CTAS.O,CVX.N,DOV.N,ECL.N,ED.N,EMR.N,ESS.N,EXPD.O,FRT.N,GD.N,GPC.N,GWW.N,HRL.N,IBM.N,ITW.N,JNJ.N,KMB.N,KO.N,LIN.N,LOW.N,MCD.N,MDT.N,MKC.N,MMM.N,NDSN.O,NEE.N,NUE.N,O.N,PEP.O,PG.N,PNR.N,PPG.N,ROP.O,SHW.N,SJM.N,SPGI.N,SWK.N,SYY.N,TGT.N,TROW.O,WBA.O,WMT.N,WST.N,XOM.N
O.N,2.09803026281054e-05,8.673254391953687e-07,3.9301914898024983e-05,4.396666323893928e-05,6.795112937798706e-05,5.370790184351764e-05,5.535936144061075e-05,3.8444206459639546e-05,5.7508869973780385e-05,-8.851793189360983e-06,8.466116308301383e-05,4.6621947311787715e-05,5.9746281360087884e-05,-1.7944023785750865e-05,5.9502663576958194e-05,9.988215513515906e-05,1.7902070596548974e-05,2.859698696150054e-05,7.463384964275084e-05,1.3982794120185303e-05,-5.613589753032664e-05,7.508761454598397e-05,2.4745865938502108e-05,0.00010168221623055907,5.9602786472429875e-05,4.0192645976649454e-05,8.684159048054725e-05,6.715853362718531e-05,2.741639558512673e-05,0.00014270038484167204,6.281553660113964e-05,7.897730241580929e-05,5.142339146976155e-05,1.2899919093901327e-05,3.633622542885431e-05,4.6872912103443956e-05,2.6599004650683315e-05,1.270305571758648e-05,2.530837914480814e-05,5.548219885530274e-05,4.2847342050556524e-05,5.9036918479574605e-05,5.3021734534148586e-05,1.4952496987787638e-05,4.898978537385809e-05,4.4205641466548805e-05,3.105544191903708e-05,4.0295767970079266e-05,6.707788146621065e-05,7.158180339834495e-06,2.7594841512861662e-05,7.440963388494257e-05,-6.052874543885949e-06,4.8773659915120184e-05,4.077982331356754e-06,1.5518931503956692e-05,2.9776874314236564e-05,6.681337987612163e-05,8.027998099703101e-05,3.3819804430024e-05,8.299809031517306e-05,2.4973655762965332e-05,2.584089924091148e-05,3.8268938448059626e-07,3.0448334815481984e-05
PEP.O,1.3905141022667597e-05,7.4384210374532895e-06,8.077392513132198e-06,2.3011705214825024e-05,3.346543348303692e-06,-6.80966570606442e-05,1.598519640552602e-05,1.0162232385044784e-05,2.312205941502337e-05,8.493815856840123e-06,-7.250754352966975e-05,6.502372312527335e-06,1.5794180549994614e-05,-2.954264280801275e-06,-1.301522057588869e-05,2.5345997188546697e-06,3.608377948207852e-05,4.1186449745440164e-05,1.9901495099933566e-05,3.548560492630296e-05,8.747832626228352e-06,-1.9228384212782273e-05,-5.260886005983448e-06,4.879916690911929e-06,2.365222952286298e-05,1.749473829168154e-05,8.745084035406858e-06,1.8109602684762477e-05,1.5770603402533458e-05,1.1879393197363231e-05,6.360311086193071e-06,3.993545511983215e-05,2.3813767414418874e-05,4.403590741788152e-05,4.926182283799696e-06,2.0666876212740017e-05,1.2275454606825075e-05,3.5635588785055176e-05,4.5489393119275804e-05,-3.254103823649573e-06,2.8019157558122403e-05,3.571719445590941e-05,2.1125040995605096e-05,2.2160775563717792e-05,3.0518847120511896e-05,3.0815469447242484e-06,1.3759864133343125e-05,-2.452327514850821e-05,7.158180339834495e-06,6.439406346770546e-05,3.513211941217295e-05,1.0319285537366943e-05,1.4322468460839784e-05,2.3530865346910132e-05,1.0806707619669628e-05,4.773115517283304e-05,-1.3233821850342648e-05,2.3890442093083512e-05,-1.1125782404928e-05,1.7715286426394357e-05,-3.6808127525001e-05,-1.5802849106405738e-06,2.3235449435566837e-05,-1.9949254609867713e-05,-1.1513681982379674e-05
PG.N,-1.1863563882353237e-05,1.962297214436805e-05,2.246565061240557e-05,4.14781366054775e-05,1.1995889285025497e-05,-6.904936498508863e-05,4.303407891580507e-05,3.2965477740341713e-07,2.4608078349776095e-05,1.5172540170709836e-05,5.268635354971618e-06,1.8114802468916406e-05,2.2401583207300163e-05,-1.676361247970489e-05,-2.287380812483877e-05,3.104148030164461e-05,4.252602659087731e-05,5.457083927671024e-05,3.688936746738885e-05,3.5420194715031475e-06,-2.856408339855446e-05,2.021835038345255e-05,-1.4185802621304294e-05,3.6694837716254367e-06,2.5766488606907887e-05,3.061399850782373e-05,2.502416258181393e-05,1.2073162458823578e-05,2.9021445096647235e-05,3.090807597962081e-05,-1.2893951218458428e-05,6.128797432111493e-05,-3.7939356731215343e-06,4.166046185221993e-05,5.039132433831743e-06,2.2785124069246694e-05,1.5449897957639043e-05,5.1501364293569825e-05,2.8014737099761304e-05,3.292036176559935e-05,3.465588277147285e-05,6.409315888230822e-06,1.0875258634349263e-05,4.578880617055436e-05,3.34005933407264e-05,1.3241201441366166e-05,2.3853186861540794e-05,2.643546597161184e-05,2.7594841512861662e-05,3.513211941217295e-05,8.364361616361206e-05,4.4851251769248565e-05,5.4329268397221475e-05,2.364635224518583e-05,3.411657822669184e-05,6.710998081049184e-05,7.954549303598947e-06,4.799824509767051e-05,-5.953441677880377e-06,2.6830385616015647e-05,6.736972827698289e-06,7.532744232325492e-06,2.485972135104876e-05,1.875959060082529e-05,-3.381979434198413e-05
PNR.N,2.2124682571161593e-05,-1.3856518418491605e-06,0.00011182991328277736,9.606385257741937e-05,0.00014294787529589058,2.929227911348266e-05,0.00015290146235123658,8.057699654804113e-05,7.344888147731019e-05,6.043849481632397e-05,0.00016111324662067522,5.95212154151235e-05,6.328207796068291e-05,0.000122172234400144,8.819167612810599e-05,0.00017336213057358201,2.4337422935835266e-06,7.538762449174349e-05,0.00015242710711648255,-2.8074877230080154e-05,-0.0002415508776516844,4.219021450501662e-05,9.398719296427822e-05,0.00016450454816116706,8.548187240393501e-05,6.596735624139398e-05,0.00015085643815354165,7.616943830587653e-05,1.1450316450715647e-05,0.0001847469571338128,0.00012747244325978023,0.00014610234151506596,8.170932845954298e-05,8.110458672236763e-06,8.395553123883536e-05,0.00011186900419714408,5.169044027160175e-05,1.6797149955383958e-05,3.180462895307132e-05,8.720430179617295e-05,3.5935375405958197e-06,7.303569840713068e-05,0.00011907360848737399,-1.0681170645857945e-06,8.650997998007689e-05,5.881461388656655e-05,4.459380414012472e-05,0.0001904110524623048,7.440963388494257e-05,1.0319285537366943e-05,4.4851251769248565e-05,0.0002882772135244229,1.949477127351423e-05,8.529834638507352e-05,2.2032360447195168e-05,3.2490221673798975e-05,7.129697989223349e-05,8.43848462750153e-05,0.00011161748146703264,3.436141012838376e-05,0.00010510267077627625,3.057493252002875e-05,2.2555534680167505e-05,7.30068113210222e-05,9.183017628081431e-05
PPG.N,1.2670077361350643e-05,1.4025964463672662e-07,4.837618365653358e-05,5.443688964019791e-05,2.408528324258597e-05,-5.2574843955222705e-05,1.8337438147940778e-05,6.664357293277462e-06,3.485515391143765e-05,1.9027259291954416e-05,6.328130478735928e-05,1.0814283378234678e-05,3.1139752611142876e-05,-8.158909808780445e-06,8.452542291119895e-06,1.4318164890130932e-06,2.1078277237810444e-05,4.7706338794813554e-05,3.18361767745351e-05,5.1154830641845554e-05,-1.9599207173522244e-05,-4.7260196596628325e-05,6.726397082400217e-05,-9.361097376476299e-05,2.645436793971071e-05,5.810806489248486e-05,8.899600340207372e-06,-1.4796772350171754e-05,-1.3853529023569286e-05,-1.238994645668694e-05,-1.5772619306612548e-05,2.9880479296147816e-05,-2.4832674715445517e-05,3.0466583631696583e-05,2.283043715843563e-05,6.6669407342606365e-06,1.2574544225451407e-05,2.635780983995457e-05,3.893172898046644e-05,2.3083268255326568e-05,4.61694985026503e-05,8.397925109490485e-06,5.003649353920943e-06,2.1208361816318335e-05,1.764290604141867e-05,-2.0142178549460235e-05,2.474191486679811e-05,0.00012752524436510432,-6.052874543885949e-06,1.4322468460839784e-05,5.4329268397221475e-05,1.949477127351423e-05,0.00020048228745738568,-1.9956729597403025e-05,4.371264521709898e-05,4.992029256821427e-05,-2.4739938429912322e-05,3.363087931390873e-05,-3.0919290016017345e-05,5.003876287645918e-06,3.7291029904741814e-06,2.1704653056851046e-05,1.0608081497894009e-05,2.0854399338324626e-05,6.259856414992544e-05
ROP.O,2.7901857849596835e-05,1.0743192778295543e-05,3.111823005582981e-05,4.541027749165286e-05,7.012701595576769e-05,3.541924828182676e-06,6.783505503915768e-05,5.1081925364143284e-05,3.554016091212408e-05,1.9731299041704646e-05,3.809236591320075e-05,3.3891726401346766e-05,4.484696755877142e-05,5.669130912075791e-05,4.0807529027044425e-05,7.97714032729986e-05,8.674147664263404e-06,5.151836421386404e-05,5.849160113509117e-05,4.690189403175028e-06,-7.24059032713898e-05,6.159001488597721e-05,2.1070859023224213e-05,0.00010775399746191964,5.248763447602137e-05,2.5957655073936907e-05,8.581851440655103e-05,6.12353204534826e-05,4.5396605814522304e-05,0.00010684368016252596,6.659312393782144e-05,8.935289116466726e-05,6.360930344879722e-05,7.187837194197587e-06,3.398142499531504e-05,5.208855311845778e-05,3.2074171516170514e-05,1.2843359287966973e-05,3.7674411579535805e-05,5.959962672212577e-05,4.871077642274679e-05,6.152879933118541e-05,6.28202165958811e-05,-4.904523213902987e-08,4.9476906295722706e-05,4.875382315196866e-05,2.195135844529736e-05,3.337225315217514e-05,4.8773659915120184e-05,2.3530865346910132e-05,2.364635224518583e-05,8.529834638507352e-05,-1.9956729597403025e-05,6.830815194679384e-05,8.948172048476084e-06,7.483247722605675e-06,4.456305265093591e-05,5.4704752187473335e-05,6.37326744544258e-05,4.575410462206634e-05,6.081887323120997e-05,7.081824054526056e-06,1.9427263864296697e-05,2.650256966566065e-05,1.9421656042639656e-05
SHW.N,7.1795090891359554e-06,2.916462092578706e-05,1.670578864309951e-05,2.1603080840488068e-05,6.002379073760695e-06,-6.426418339379651e-05,2.4858904418140028e-05,8.823716771355565e-06,1.4426059779867209e-05,3.260761159267142e-05,7.24614129944949e-07,-8.80400881099608e-07,1.1322572842215055e-05,3.0247582956187538e-05,-4.003270276699833e-06,-1.0691170759703724e-06,2.4126436882635296e-05,2.1522956358399874e-05,7.5817167946653735e-06,1.635076748970482e-05,-2.4821377305627417e-05,2.1230032632621416e-05,-3.7183777293554085e-06,-2.0458277773144702e-05,1.1089089087740442e-05,2.525974333223227e-05,2.52718323778407e-06,-2.6939924439556664e-07,6.498668037610737e-06,-1.3567811257500024e-05,-1.9196421387710494e-06,2.4716252061948715e-05,3.896348164826902e-06,2.3557138363318736e-05,7.635686892674249e-06,6.525351789827992e-06,4.605479053154749e-06,2.9991820526145023e-05,-2.360370634499404e-07,9.867170241696498e-06,3.196015628399914e-05,-7.981827190366675e-06,5.989011536296795e-06,2.4353538766242942e-05,-1.476974082266525e-06,2.552090981047567e-06,2.0554708352700643e-05,1.9183876428479672e-05,4.077982331356754e-06,1.0806707619669628e-05,3.411657822669184e-05,2.2032360447195168e-05,4.371264521709898e-05,8.948172048476084e-06,3.545436660080579e-05,3.464955863276062e-05,4.276898173762676e-06,1.0193534643189362e-05,-1.3793140383723756e-05,8.425067685243073e-06,4.6295027604233235e-06,-3.319035631260586e-06,3.4811451038717865e-06,3.260254654184605e-05,-1.0012497438970821e-05
SJM.N,1.3171186444724402e-06,2.6998589394430205e-05,3.173767912777621e-05,2.8038069898027963e-05,-9.566348632554728e-09,-8.073238100370382e-05,6.934194155677513e-06,-2.05748322847912e-05,4.717382169343669e-05,3.1388568335759624e-05,-1.8273666489633966e-05,1.2973987691111013e-05,3.581133629028744e-05,-3.1010848501344027e-06,-8.729450182641893e-06,-6.320687125692554e-06,8.421061257948538e-05,3.541020527786426e-05,2.6748283069448038e-05,6.326948775125667e-05,4.377865201256791e-06,-8.351123857213004e-06,-4.018394393703965e-05,-2.9078832345425197e-05,1.2522405497645991e-05,5.911909223206354e-05,-1.6628404848679043e-05,9.335491007681653e-06,-5.132785582853568e-06,-1.758847082293709e-05,-1.6625237022316502e-05,5.3208633158725674e-05,3.178606196771313e-05,8.316839653239394e-05,-3.776345671250518e-07,2.4955711144816822e-05,5.8532121022357456e-06,8.625742427273474e-05,1.914998683507224e-05,-3.5311226612197196e-05,3.385100407358096e-05,-6.99358481037212e-06,-1.3931384798149105e-06,7.653209253890826e-05,2.7049594363862707e-05,-7.657968045482794e-06,4.5100529753772945e-05,4.005936443801154e-05,1.5518931503956692e-05,4.773115517283304e-05,6.710998081049184e-05,3.2490221673798975e-05,4.992029256821427e-05,7.483247722605675e-06,3.464955863276062e-05,0.00012674251942072488,-1.8180399521455624e-05,2.9867749160413488e-05,-1.9070806437481675e-05,1.774792343297988e-05,-3.17061112765702e-05,-3.078769390904529e-06,2.6312683624553076e-05,2.088245826458007e-05,-4.6543087466068207e-05
SPGI.N,8.477135635647792e-06,-6.196795533455738e-06,2.122582955799679e-05,2.7245336994482034e-05,7.420409320921239e-05,8.40997935301504e-05,3.930764802258533e-05,7.143860814125251e-05,1.8010164160513815e-05,2.0918726349934472e-05,6.0128107612350926e-05,-2.0669860398293238e-06,4.0206174137439244e-05,2.5902425766139423e-05,1.7663196997982407e-05,8.07059018058991e-05,-9.094877565640225e-06,3.612167033108587e-05,9.302795587450237e-05,-2.7909513765797588e-05,-3.1163242847641796e-05,7.483665186016468e-05,2.3796270556162385e-05,0.00010008536370335426,3.3190046220395945e-05,1.0556811762855903e-05,7.843009551915132e-05,4.462769950213339e-05,4.943698980461766e-05,0.000102267408934623,5.944162058909816e-05,4.88526927765933e-05,2.617403505890254e-05,-1.9076606660377985e-05,2.2550932843200183e-05,3.3637947239478936e-05,9.18168476992815e-06,-2.5086241538941338e-06,8.315951965789986e-06,5.590017233872541e-05,4.4270778668966574e-05,3.799203577837414e-05,4.517898775309709e-05,-1.4806653525607378e-05,1.4131949854726082e-05,6.300061443187775e-05,2.8603507017289705e-05,1.2972580942876191e-05,2.9776874314236564e-05,-1.3233821850342648e-05,7.954549303598947e-06,7.129697989223349e-05,-2.4739938429912322e-05,4.456305265093591e-05,4.276898173762676e-06,-1.8180399521455624e-05,0.00010606675639795132,4.323116836425519e-05,5.518375778860264e-05,1.9716119636264283e-05,7.699463571846026e-05,-1.024559788867329e-05,3.7732121201500392e-06,0.00010358026809947646,1.8532250257284047e-05
SWK.N,2.4465705034591527e-05,7.759701080587308e-06,9.518165898088024e-05,7.667871329557495e-05,0.00013501836848249347,0.0001651243889679706,0.00011254228872626315,6.937964767653289e-05,3.954841208515542e-05,-3.4607344239452816e-05,0.00019240807382358554,5.2608932937527126e-05,7.425779875265693e-05,-2.586133666716497e-05,0.00011380682636260202,0.00012959584124231613,1.2677241926709486e-05,0.00010612187951368463,0.00016475143564123962,3.298870684983042e-05,-0.00013158425868267683,2.2625851737442892e-05,0.00011274936655850027,0.00012631140918656583,7.083941640125009e-05,1.6936215402348958e-05,0.00012931966168812424,6.164169088080449e-05,8.426736473837675e-05,0.00016264141766981005,7.084252174209814e-05,0.00014510995183259463,9.351079159907125e-05,1.4010446510500147e-05,8.876802183435178e-05,8.705291208908096e-05,3.6014431764167026e-05,7.952066086520446e-06,4.663823858060454e-05,7.25487300960866e-05,9.881581743248957e-05,7.962983288207827e-05,4.350673528887673e-05,2.4149658707016487e-07,0.00010217491873553458,7.139461905873415e-05,2.8332731341419418e-06,0.00016099685715760138,6.681337987612163e-05,2.3890442093083512e-05,4.799824509767051e-05,8.43848462750153e-05,3.363087931390873e-05,5.4704752187473335e-05,1.0193534643189362e-05,2.9867749160413488e-05,4.323116836425519e-05,0.0001777037227153651,0.00011127830609435269,8.582234344931312e-05,0.00012531164216611815,6.983955486141242e-05,4.330091855254306e-05,2.9481203768699418e-05,0.00013019367053130788
SYY.N,4.3786963583109066e-05,1.7952976690680565e-05,0.00010953566393228789,5.724278134994626e-05,0.0001735023763061011,0.0002382197513464345,0.00010708503588074845,8.074597602917503e-05,6.827534370356328e-05,-5.7429775963536293e-05,0.0002017262513455767,8.729901266927822e-05,9.054438313219865e-05,-9.911045502687948e-05,0.00015554741852871282,0.00012486749604322168,9.129592067009515e-06,2.7924685063582124e-05,0.00016589016205969566,4.050197928092883e-05,-5.264293237937186e-05,0.00011635605422771322,0.00013715779212504354,0.00014876886588865672,8.173559376226996e-05,1.7276239309461416e-05,0.00015870105593115069,0.00010315937666617439,5.830105047520568e-05,0.0002811956860362973,0.0001320964092550023,0.0001325600042788891,0.00011250575217760228,-9.867252297988066e-06,6.605117513532747e-05,6.502256138908369e-05,3.660878464979073e-05,-1.4817353124263165e-05,3.885988216686125e-05,7.708591320643632e-05,5.0826269749176796e-05,0.00010751740899731539,9.871636294338256e-05,-1.4443557539568455e-05,6.784379541697936e-05,7.638859514905893e-05,5.839637981967723e-06,0.00011900761388184269,8.027998099703101e-05,-1.1125782404928e-05,-5.953441677880377e-06,0.00011161748146703264,-3.0919290016017345e-05,6.37326744544258e-05,-1.3793140383723756e-05,-1.9070806437481675e-05,5.518375778860264e-05,0.00011127830609435269,0.0002258034194102759,6.526668717462487e-05,0.00014293554649741661,7.226104287559815e-05,3.2558071919532994e-05,3.477034656344108e-05,0.00015589082583845982
TGT.N,3.172341356257616e-05,2.4951023526923267e-05,4.010821456727264e-05,4.4070977510581e-05,7.650285058827318e-05,6.759085480296776e-05,6.811863353655532e-05,2.3001814861398496e-05,7.017028703940604e-06,-1.038629728292686e-05,8.861445436675118e-05,2.4525070564629626e-05,3.6079124916842784e-05,1.7619337828945857e-05,6.769050290881073e-05,3.738333941043401e-05,1.8371441092218036e-05,4.9993526110786806e-05,4.780782335178873e-05,2.084119869508055e-05,-8.337608499637819e-05,4.247498610251175e-05,4.323786837131332e-05,7.47900547935558e-05,4.015517697348634e-05,-3.3874661146635994e-06,7.95733541406853e-05,2.6167808679062718e-05,6.53834969690823e-05,6.452294709548166e-05,3.883036621024325e-05,8.47563421490237e-05,7.726478955416087e-05,-4.548541011351509e-06,2.9724807373922464e-05,5.213541626024036e-05,3.583180606755379e-05,1.561103555413033e-05,2.8970884129916206e-05,5.409271351590365e-05,6.799321489295759e-05,4.4130799520718077e-05,2.716231588988114e-05,-8.397038271181688e-06,5.868035380937473e-05,4.0140605541943206e-05,-5.3369269306345435e-06,0.00012258231599224128,3.3819804430024e-05,1.7715286426394357e-05,2.6830385616015647e-05,3.436141012838376e-05,5.003876287645918e-06,4.575410462206634e-05,8.425067685243073e-06,1.774792343297988e-05,1.9716119636264283e-05,8.582234344931312e-05,6.526668717462487e-05,8.680708642878736e-05,5.903961204176978e-05,4.3806082507697086e-05,2.914538399855356e-05,4.896182243581254e-05,5.260180399520939e-05
TROW.O,4.0606952324838594e-05,1.6605179328566653e-05,8.950679876198508e-05,7.447629917482728e-05,0.00015157522795616806,0.00022369926459910914,0.00010816412799353334,5.377025284776771e-05,5.915467198982024e-05,-3.655727714093324e-05,0.0002637881928129074,6.27917803829759e-05,8.086378127219345e-05,1.2984726081273037e-05,0.0001527339546729164,0.00017851715129128516,-2.9598068961802235e-05,4.30950805305819e-05,0.0001688735709760503,-1.154963902129206e-05,-0.00014581217700124468,0.000128452229063692,0.00011376309824321718,0.00017578884777951902,7.232204049752244e-05,2.940765591175011e-05,0.0001687284181564446,8.685560543978784e-05,5.8102815279136384e-05,0.0002183225968300759,0.00011817218666819,0.00012344541176022292,7.884108121368934e-05,-2.604192451511983e-05,7.362072935949986e-05,7.307098408567557e-05,4.124164031494788e-05,-3.251543931129908e-05,1.585268133875364e-05,8.827908272021277e-05,9.216893021580733e-05,6.23796679606763e-05,8.180982822456024e-05,-2.7652138185458107e-05,6.9714591945991e-05,9.85230249418498e-05,2.0617935893911956e-05,0.00014222649477999325,8.299809031517306e-05,-3.6808127525001e-05,6.736972827698289e-06,0.00010510267077627625,3.7291029904741814e-06,6.081887323120997e-05,4.6295027604233235e-06,-3.17061112765702e-05,7.699463571846026e-05,0.00012531164216611815,0.00014293554649741661,5.903961204176978e-05,0.0002194668900187278,7.497949466419857e-05,2.169697282895693e-05,5.028933353075824e-05,0.00014471659338500452
WBA.O,3.0219132905707073e-05,1.4957576224130185e-05,5.6886652677122984e-05,3.193487418950237e-05,7.434229919316136e-05,0.0001298186770223611,5.253289917364918e-05,1.7739885963239608e-05,-6.610776133763225e-06,-4.064879385789882e-05,0.00013398685611629336,3.173320830131811e-05,1.232678476284187e-05,-2.1336500268663338e-05,0.0001026354093560442,5.331392940099436e-05,-1.4005528886391036e-05,1.173714925696855e-05,7.749768454325736e-05,-1.8827596235597655e-06,-0.0001234206513228754,5.430183388911445e-05,0.00011330915377976156,6.589984875266902e-05,3.2594979915475654e-05,-2.7844959435606076e-05,7.576328261387215e-05,1.7893647687887806e-05,2.50040812935177e-05,0.0001012422583968997,4.800803670160829e-05,5.295974404298255e-05,3.4103791115458443e-05,-2.565844887336638e-05,4.3688450673443306e-05,4.3307750331379756e-05,3.3082096349736125e-05,-1.6644034811476183e-05,1.7114034401879114e-05,2.9968883391648662e-05,3.69951533413891e-05,2.2950957168595162e-05,5.690947854318236e-05,-3.565325164735598e-05,4.8931660094947394e-05,2.900004736640262e-05,-3.3676928384368474e-05,0.00013194401927441894,2.4973655762965332e-05,-1.5802849106405738e-06,7.532744232325492e-06,3.057493252002875e-05,2.1704653056851046e-05,7.081824054526056e-06,-3.319035631260586e-06,-3.078769390904529e-06,-1.024559788867329e-05,6.983955486141242e-05,7.226104287559815e-05,4.3806082507697086e-05,7.497949466419857e-05,9.77380114354817e-05,2.0968192460128553e-05,-1.4947011528179296e-05,0.00013148213395386171
WMT.N,1.1098988773530947e-05,9.996846441410819e-06,1.4963641460862657e-05,2.756254169135142e-05,2.7091922348542288e-05,3.174541645531335e-05,2.5143874082472675e-05,1.6628129519108936e-05,3.4682475197569605e-05,-3.942446963230124e-05,2.4135880302677404e-05,2.1792061643688862e-05,2.2822525359578617e-05,-0.00012225135006845204,2.7705479150477182e-05,2.050497075953429e-05,1.9298193006028163e-05,2.7615475898531583e-05,2.2869082786081742e-05,2.3169929984550046e-05,-5.1240916106398915e-05,1.631880863136409e-05,1.3256477577144741e-05,2.8416394599477002e-05,2.2172369788887666e-05,1.7599910919237222e-05,3.4235899911084846e-05,2.2399317530326882e-05,1.0832943958768816e-05,8.031148384164508e-05,1.5106906778623841e-05,3.5251776249059875e-05,2.7962503641356417e-05,1.4212030113314408e-05,1.405918072873365e-05,2.3443059532269023e-05,1.80821499145851e-05,1.6936095670212887e-05,2.384189113877395e-05,1.1371936087912876e-05,3.22677644581201e-05,2.3848067703378415e-05,1.414387421576909e-05,1.4460440501303759e-05,3.548289478217198e-05,1.0362807832161476e-05,1.6998663825862256e-05,-1.0030112871890583e-06,2.584089924091148e-05,2.3235449435566837e-05,2.485972135104876e-05,2.2555534680167505e-05,1.0608081497894009e-05,1.9427263864296697e-05,3.4811451038717865e-06,2.6312683624553076e-05,3.7732121201500392e-06,4.330091855254306e-05,3.2558071919532994e-05,2.914538399855356e-05,2.169697282895693e-05,2.0968192460128553e-05,3.4803875237163756e-05,-2.904367428462532e-06,1.2687062853424084e-05
WST.N,1.067004384766056e-05,2.9791243747309337e-05,4.744481918244427e-05,3.143038925319074e-05,6.964599134197214e-05,7.295024342040806e-05,4.187927748873783e-05,4.48182919004915e-05,2.8396339664245232e-06,7.164160219890027e-05,6.787683724713596e-05,-3.514017955944942e-05,4.1867547114793334e-05,0.00010520818535109865,9.447680530630672e-06,1.4577560346528122e-05,3.683113387225615e-05,1.8751509664673475e-05,7.402768841478908e-05,-2.0316599776023565e-05,-6.590641090972069e-07,6.224166146169716e-05,4.610150445991401e-06,3.74150141380146e-05,2.5566302089995745e-05,1.5749805896303014e-05,6.295255036043853e-05,-2.8054457546557406e-07,6.135741958137308e-05,-6.6529141575473144e-06,3.6718723713927765e-05,3.9512389534768005e-05,3.589031401663986e-05,-1.1457041927613122e-05,-3.6065172341912907e-06,2.279207130410593e-05,7.47948675252318e-06,2.9054441358878495e-05,-2.251062712091951e-05,5.5132428338391415e-05,5.643698142379127e-05,1.3986305690531702e-05,1.9531030577789537e-05,2.3817254420841957e-06,-7.906835419155922e-06,5.182615223506671e-05,3.780826447852717e-05,0.00013722898203053592,3.8268938448059626e-07,-1.9949254609867713e-05,1.875959060082529e-05,7.30068113210222e-05,2.0854399338324626e-05,2.650256966566065e-05,3.260254654184605e-05,2.088245826458007e-05,0.00010358026809947646,2.9481203768699418e-05,3.477034656344108e-05,4.896182243581254e-05,5.028933353075824e-05,-1.4947011528179296e-05,-2.904367428462532e-06,0.00022358820072881477,1.146770181439415e-06
XOM.N,8.163500644450914e-05,-2.9179898128239256e-06,0.00012070805560128726,7.520905189057503e-05,0.00019379138207747823,0.00025902993652235574,0.00011552833083940482,8.450402504099521e-05,2.358458194792203e-05,-4.0819370841507394e-05,0.00025975237595272883,5.5526072933504894e-05,4.944093348749969e-05,3.250048652049633e-05,0.00021402887167799455,0.00012146023158102034,-5.772792124918991e-05,3.249797551213165e-05,0.00018985464629779858,5.051725162381011e-05,-0.0001864973465452236,1.6790605555352597e-05,0.0002746128399253468,0.00010915957084528257,6.627167847246681e-05,-2.1951691370785763e-05,0.0001532855353519818,5.3761005872060964e-05,2.9120452235930228e-05,0.00019029485143682093,0.00013563388283058456,0.00010974209079939623,0.00010077072438088186,-4.272163241015329e-05,0.00011831782840562428,8.862085750513736e-05,3.929982661752693e-05,-6.316485188114636e-05,4.3580051240434645e-05,4.5161160869942066e-05,7.061137374173207e-05,8.189465565397138e-05,9.888478535774178e-05,-9.334193973467174e-05,7.697758087438235e-05,7.014789777156488e-05,-4.1203695442310176e-05,0.00024353613217404206,3.0448334815481984e-05,-1.1513681982379674e-05,-3.381979434198413e-05,9.183017628081431e-05,6.259856414992544e-05,1.9421656042639656e-05,-1.0012497438970821e-05,-4.6543087466068207e-05,1.8532250257284047e-05,0.00013019367053130788,0.00015589082583845982,5.260180399520939e-05,0.00014471659338500452,0.00013148213395386171,1.2687062853424084e-05,1.146770181439415e-06,0.00032040829422780575
